id_cliente,nome_cliente,sobrenome_cliente,data_nascimento,sexo,email_cliente,aceita_receber_newsletter,celular_cliente,whatsapp,aceita_receber_mensagens,fixo_cliente,logradouro,numero,bairro,cep,estado,ticket_medio,produtos_saudaveis_percentual
402,Tailor,Jurries,1984-12-17 06:13:22.143596,Masculino,tjurriesb5@hotmail.com,Não,613-747-4814,Não,Sim,793-250-8764,Stephen,206,Barra da Tijuca,226005-000,RJ,398.01,23.07
403,Baily,Floyde,2006-05-19 06:13:22.143596,Masculino,bfloydeb6@gmail.com,Sim,672-834-7346,Sim,Sim,973-625-1617,Porter,322,Barra da Tijuca,226004-000,RJ,369.33,66.71
404,Eileen,Eyles,1982-03-18 06:13:22.143596,Feminino,eeylesb7@gmail.com,Não,683-309-2247,Não,Sim,404-654-4980,Oak Valley,0,Tijuca,205001-000,RJ,219.01,62.04
405,Petrina,Lorrain,2001-04-02 06:13:22.143596,Feminino,plorrainb8@hotmail.com,Não,601-971-0134,Não,Não,900-552-0060,Moland,6900,Tijuca,205005-000,RJ,330.4,21.84
406,Netti,Reubel,1999-09-30 06:13:22.143596,Outros,nreubelb9@gmail.com,Sim,179-638-9409,Não,Sim,492-549-0438,Red Cloud,73,Barra da Tijuca,226004-000,RJ,79.5,23.86
407,Abagail,Sheerin,1968-10-19 06:13:22.143596,Outros,asheerinba@hotmail.com,Sim,570-263-1051,Sim,Não,940-574-5058,Fair Oaks,6418,Barra da Tijuca,226007-000,RJ,313.49,15.53
408,Noll,Drewes,1981-10-19 06:13:22.143596,Masculino,ndrewesbb@hotmail.com,Sim,918-744-1012,Não,Sim,573-814-0721,Warbler,419,Copacabana,220007-000,RJ,153.13,82.37
409,Emile,Darby,1965-11-01 06:13:22.143596,Outros,edarbybc@gmail.com,Sim,356-611-2103,Não,Não,892-921-5442,Fair Oaks,57327,Barra da Tijuca,226003-000,RJ,311.49,58.79
410,Jade,Bartolozzi,1990-01-26 06:13:22.143596,Feminino,jbartolozzibd@gmail.com,Não,150-520-8944,Não,Não,216-814-7078,Graedel,80878,Tijuca,205008-000,RJ,72.54,83.17
411,Kahlil,Herity,1967-12-05 06:13:22.143596,Masculino,kheritybe@gmail.com,Sim,998-179-2819,Sim,Não,973-755-6560,Golf,42,Copacabana,220009-000,RJ,266.84,49.77
412,Evelyn,Blundell,2000-09-08 06:13:22.143596,Masculino,eblundellbf@hotmail.com,Sim,810-441-0030,Sim,Sim,721-615-4440,Clove,7912,Copacabana,220002-000,RJ,160.38,21.11
413,Eolande,Liston,1973-10-02 06:13:22.143596,Feminino,elistonbg@gmail.com,Sim,692-166-8277,Não,Não,162-402-7865,Dakota,3,Copacabana,220002-000,RJ,240.3,13.94
414,Romonda,Underdown,1968-04-12 06:13:22.143596,Feminino,runderdownbh@gmail.com,Não,878-674-3867,Sim,Não,758-792-6817,Oak,7,Tijuca,205008-000,RJ,234.59,51.1
415,Annabelle,Gianiello,1995-12-05 06:13:22.143596,Feminino,agianiellobi@hotmail.com,Não,757-669-4131,Não,Não,678-175-6035,Northport,30515,Tijuca,205007-000,RJ,241.35,67.74
416,Aida,Haverty,1996-05-19 06:13:22.143596,Feminino,ahavertybj@hotmail.com,Não,701-206-7636,Não,Não,207-581-2367,Almo,34166,Tijuca,205001-000,RJ,251.73,43.8
417,Octavia,Perigeaux,1994-12-31 06:13:22.143596,Feminino,operigeauxbk@gmail.com,Sim,602-834-3204,Sim,Não,389-858-5442,Toban,4,Copacabana,220008-000,RJ,109.85,23.17
418,Bryana,Beldon,2000-04-08 06:13:22.143596,Feminino,bbeldonbl@hotmail.com,Sim,102-153-2010,Não,Não,785-417-4949,Stang,18126,Tijuca,205007-000,RJ,285.0,42.06
419,Ellary,Van der Hoeven,1968-10-12 06:13:22.143596,Masculino,evanderhoevenbm@gmail.com,Sim,849-533-2954,Sim,Não,938-584-2892,Welch,85,Barra da Tijuca,226006-000,RJ,286.12,18.41
420,Cesare,Johnsee,2000-06-02 06:13:22.143596,Masculino,cjohnseebn@hotmail.com,Sim,391-555-7324,Não,Não,646-379-0125,Lindbergh,8576,Tijuca,205009-000,RJ,225.13,73.81
421,Woodie,Norgan,1993-11-03 06:13:22.143596,Masculino,wnorganbo@gmail.com,Não,875-349-4495,Não,Sim,536-729-4008,Esch,71092,Copacabana,220006-000,RJ,489.25,41.69
422,Breanne,Kuhnt,1983-01-14 06:13:22.143596,Feminino,bkuhntbp@gmail.com,Não,857-106-3362,Sim,Não,915-903-8748,Swallow,57,Tijuca,205004-000,RJ,214.35,3.24
423,Odille,Delve,2006-02-14 06:13:22.143596,Outros,odelvebq@hotmail.com,Sim,977-930-9453,Não,Sim,132-851-3890,Wayridge,1306,Barra da Tijuca,226005-000,RJ,164.59,68.33
424,Deni,Huckleby,2002-06-28 06:13:22.143596,Outros,dhucklebybr@hotmail.com,Sim,721-785-6383,Não,Sim,280-472-2887,Lukken,776,Tijuca,205006-000,RJ,199.68,20.71
425,Gray,Barkley,1983-05-08 06:13:22.143596,Feminino,gbarkleybs@hotmail.com,Não,562-569-7149,Não,Sim,592-379-8243,Transport,846,Copacabana,220001-000,RJ,297.98,93.01
426,Arleen,Riccardo,1999-05-03 06:13:22.143596,Outros,ariccardobt@gmail.com,Não,960-466-0467,Não,Sim,888-943-5133,Debra,7832,Copacabana,220007-000,RJ,480.23,33.78
427,Pepito,Adaway,1999-07-22 06:13:22.143596,Masculino,padawaybu@gmail.com,Sim,773-354-5483,Não,Não,843-189-6745,Longview,60,Tijuca,205005-000,RJ,159.92,7.33
428,Far,Twydell,2001-12-19 06:13:22.143596,Masculino,ftwydellbv@gmail.com,Sim,825-488-7422,Não,Sim,306-501-6455,Maryland,2,Copacabana,220004-000,RJ,441.2,26.19
429,Inessa,Nevill,1967-12-07 06:13:22.143596,Feminino,inevillbw@hotmail.com,Não,436-938-7453,Não,Sim,114-337-7419,Kings,984,Tijuca,205007-000,RJ,372.53,26.92
430,Yves,Jaggers,1970-09-25 06:13:22.143596,Masculino,yjaggersbx@gmail.com,Não,285-406-9976,Sim,Sim,543-272-7630,Schmedeman,587,Tijuca,205009-000,RJ,365.55,54.16
431,Clari,Luckett,1974-03-18 06:13:22.143596,Feminino,cluckettby@gmail.com,Sim,980-485-0595,Sim,Não,487-397-1844,Jackson,64195,Tijuca,205008-000,RJ,154.15,12.53
432,Theodore,Spata,1961-10-12 06:13:22.143596,Masculino,tspatabz@gmail.com,Sim,865-491-2402,Não,Sim,604-971-0946,Onsgard,164,Tijuca,205006-000,RJ,365.75,87.77
433,Rani,Melland,1994-08-06 06:13:22.143596,Feminino,rmellandc0@gmail.com,Não,286-205-4643,Não,Sim,135-336-5696,Stuart,84,Copacabana,220004-000,RJ,227.69,7.26
434,Maurita,Kose,1975-09-24 06:13:22.143596,Feminino,mkosec1@gmail.com,Não,428-163-1592,Sim,Não,268-665-9216,Melrose,473,Copacabana,220005-000,RJ,279.4,35.58
435,Karole,Polin,1991-09-11 06:13:22.143596,Feminino,kpolinc2@hotmail.com,Não,520-278-6788,Sim,Sim,165-664-2774,Garrison,5044,Tijuca,205005-000,RJ,193.84,32.47
436,Phillida,Whiteley,1990-03-24 06:13:22.143596,Feminino,pwhiteleyc3@gmail.com,Sim,983-507-0620,Sim,Sim,790-595-3298,Thompson,55907,Copacabana,220008-000,RJ,138.08,41.6
437,Giovanni,Beranek,1996-09-19 06:13:22.143596,Masculino,gberanekc4@gmail.com,Não,748-307-9821,Sim,Não,772-272-2982,Delaware,13,Tijuca,205001-000,RJ,108.65,97.51
438,Thane,Endley,1971-06-04 06:13:22.143596,Masculino,tendleyc5@gmail.com,Sim,993-539-7909,Sim,Sim,179-266-5134,Mallard,892,Copacabana,220005-000,RJ,318.02,83.13
439,Chance,Eckersall,2005-11-21 06:13:22.143596,Masculino,ceckersallc6@gmail.com,Não,371-164-8818,Sim,Sim,426-405-4103,Buell,82502,Copacabana,220001-000,RJ,448.81,60.34
440,Katlin,Trusler,1975-10-29 06:13:22.143596,Feminino,ktruslerc7@gmail.com,Não,203-753-4979,Não,Não,758-839-2368,Brown,3742,Tijuca,205005-000,RJ,398.24,93.14
441,Adelind,McArtan,1962-10-19 06:13:22.143596,Feminino,amcartanc8@hotmail.com,Sim,885-226-6552,Não,Sim,110-123-9812,Hazelcrest,111,Barra da Tijuca,226004-000,RJ,194.91,46.11
442,Anetta,Vallender,1985-11-26 06:13:22.143596,Feminino,avallenderc9@gmail.com,Sim,493-493-5828,Não,Sim,523-791-7825,Bashford,40,Tijuca,205004-000,RJ,205.83,53.47
443,Eziechiele,Fomichkin,1997-05-03 06:13:22.143596,Masculino,efomichkinca@gmail.com,Sim,240-733-7550,Não,Não,867-815-1640,Meadow Vale,73638,Copacabana,220008-000,RJ,344.53,37.05
444,Onfroi,Noice,2002-03-24 06:13:22.143596,Masculino,onoicecb@gmail.com,Sim,641-301-8056,Não,Não,173-477-4987,Morrow,2770,Barra da Tijuca,226009-000,RJ,236.94,97.12
445,Anne-corinne,Beall,1976-05-31 06:13:22.143596,Feminino,abeallcc@hotmail.com,Não,411-364-8598,Sim,Não,366-980-0372,Northwestern,72,Tijuca,205003-000,RJ,425.3,66.81
446,Nicky,Terrans,1973-10-28 06:13:22.143596,Masculino,nterranscd@hotmail.com,Sim,591-562-0362,Não,Não,207-503-8109,Jana,402,Barra da Tijuca,226007-000,RJ,374.13,8.1
447,Caryl,Scinelli,1984-08-04 06:13:22.143596,Feminino,cscinellice@gmail.com,Não,759-917-3080,Sim,Sim,924-956-8178,7th,96419,Copacabana,220008-000,RJ,395.12,90.07
448,Lulu,Shoutt,2001-01-30 06:13:22.143596,Feminino,lshouttcf@gmail.com,Sim,207-842-1291,Sim,Não,556-548-1613,Steensland,910,Tijuca,205008-000,RJ,61.21,39.36
449,Stafford,Jorcke,1977-07-22 06:13:22.143596,Masculino,sjorckecg@hotmail.com,Sim,641-913-7156,Não,Sim,753-543-6085,Crest Line,2,Barra da Tijuca,226008-000,RJ,208.34,98.82
450,Janeva,Skells,1972-01-06 06:13:22.143596,Feminino,jskellsch@gmail.com,Sim,652-851-3112,Sim,Sim,249-376-0737,Butterfield,6666,Copacabana,220009-000,RJ,186.83,23.41
451,Cris,Hakey,1962-10-16 06:13:22.143596,Masculino,chakeyci@gmail.com,Não,295-477-5808,Não,Sim,818-315-4381,Talisman,4503,Copacabana,220003-000,RJ,50.93,73.71
452,Pooh,Roscam,1975-09-12 06:13:22.143596,Feminino,proscamcj@hotmail.com,Não,420-189-8239,Não,Não,694-270-7677,Lighthouse Bay,8,Tijuca,205004-000,RJ,460.97,42.07
453,Bernardo,Tierny,2005-11-03 06:13:22.143596,Masculino,btiernyck@gmail.com,Não,278-865-0848,Sim,Sim,492-953-7112,Pond,64,Barra da Tijuca,226005-000,RJ,69.76,74.44
454,Ingeberg,Gittoes,1983-04-24 06:13:22.143596,Feminino,igittoescl@gmail.com,Sim,394-807-1986,Sim,Sim,803-826-1684,Prentice,36882,Tijuca,205009-000,RJ,470.88,64.34
455,Jesselyn,Trevascus,2003-12-25 06:13:22.143596,Feminino,jtrevascuscm@gmail.com,Sim,555-572-4384,Sim,Sim,595-853-3088,Schurz,7,Barra da Tijuca,226001-000,RJ,117.33,36.41
456,Bobbie,Nerger,1996-08-02 06:13:22.143596,Masculino,bnergercn@gmail.com,Não,674-359-0388,Não,Sim,927-152-7360,Mifflin,9,Copacabana,220005-000,RJ,396.11,28.99
457,Norah,Halbert,1976-04-12 06:13:22.143596,Feminino,nhalbertco@gmail.com,Não,441-930-5584,Sim,Sim,976-576-2107,Rowland,462,Copacabana,220009-000,RJ,214.93,68.16
458,Stepha,Blayney,1987-02-07 06:13:22.143596,Feminino,sblayneycp@gmail.com,Não,873-532-0267,Não,Não,712-323-8997,Washington,293,Copacabana,220005-000,RJ,152.29,89.1
459,Sherwin,Summers,1968-10-22 06:13:22.143596,Masculino,ssummerscq@hotmail.com,Não,246-429-6357,Não,Não,272-445-8722,Myrtle,0,Copacabana,220006-000,RJ,412.64,10.1
460,Bartholemy,Stallworth,1993-05-16 06:13:22.143596,Masculino,bstallworthcr@hotmail.com,Não,281-278-8072,Não,Não,288-644-9279,Lerdahl,57,Barra da Tijuca,226008-000,RJ,74.17,41.89
461,Imogene,Gawkes,2001-07-15 06:13:22.143596,Feminino,igawkescs@hotmail.com,Não,914-255-3977,Não,Não,403-795-9750,Doe Crossing,89,Tijuca,205001-000,RJ,402.91,55.71
462,Travis,Sitlinton,1981-02-11 06:13:22.143596,Masculino,tsitlintonct@hotmail.com,Não,163-247-2601,Não,Sim,640-596-3997,Rowland,96,Copacabana,220006-000,RJ,257.05,10.26
463,Bondie,Parsonson,1973-05-11 06:13:22.143596,Masculino,bparsonsoncu@hotmail.com,Sim,407-873-8209,Sim,Não,450-207-4858,Donald,1646,Tijuca,205006-000,RJ,438.39,51.55
464,Jarrett,McPeake,2001-03-20 06:13:22.143596,Masculino,jmcpeakecv@gmail.com,Não,174-352-1883,Sim,Sim,329-884-9321,Fuller,34,Barra da Tijuca,226003-000,RJ,468.1,26.65
465,Vanna,Champniss,1961-08-25 06:13:22.143596,Feminino,vchampnisscw@hotmail.com,Não,448-265-4337,Não,Não,527-321-6024,Lighthouse Bay,2115,Barra da Tijuca,226008-000,RJ,462.79,96.69
466,Ernst,Fazan,1989-01-28 06:13:22.143596,Masculino,efazancx@hotmail.com,Sim,517-242-6730,Sim,Sim,482-275-9687,Roth,13210,Barra da Tijuca,226001-000,RJ,224.49,82.56
467,Brok,Hought,2004-05-27 06:13:22.143596,Masculino,bhoughtcy@gmail.com,Sim,506-840-5170,Sim,Sim,632-869-0471,Kipling,328,Copacabana,220002-000,RJ,357.37,73.83
468,Margeaux,MattiCCI,1978-09-11 06:13:22.143596,Feminino,mmatticcicz@gmail.com,Não,821-778-2112,Sim,Não,739-368-5716,Nelson,69,Copacabana,220007-000,RJ,215.27,96.27
469,Ulrikaumeko,Gabbitas,1979-12-12 06:13:22.143596,Feminino,ugabbitasd0@gmail.com,Não,605-933-7630,Sim,Não,667-482-5003,Kings,487,Barra da Tijuca,226008-000,RJ,209.11,99.4
470,Perle,Cocher,2002-01-11 06:13:22.143596,Feminino,pcocherd1@gmail.com,Sim,279-307-9289,Sim,Não,692-854-6404,Spohn,91,Copacabana,220006-000,RJ,364.13,87.0
471,Taylor,Girardot,2007-08-18 06:13:22.143596,Masculino,tgirardotd2@gmail.com,Não,216-956-2753,Não,Não,638-338-2929,Swallow,0,Barra da Tijuca,226003-000,RJ,127.94,88.12
472,Joel,Bricham,1981-09-04 06:13:22.143596,Masculino,jbrichamd3@hotmail.com,Não,720-609-2783,Não,Não,110-117-2905,Pawling,33,Tijuca,205003-000,RJ,109.63,33.51
473,Mac,Fernant,2000-07-14 06:13:22.143596,Masculino,mfernantd4@hotmail.com,Não,753-515-0988,Sim,Não,659-479-1200,Loeprich,1,Barra da Tijuca,226001-000,RJ,420.01,65.64
474,Elene,Rosone,1979-10-31 06:13:22.143596,Feminino,erosoned5@gmail.com,Não,528-458-9068,Sim,Sim,418-594-1774,Walton,7095,Barra da Tijuca,226007-000,RJ,80.18,29.18
475,Grace,Laxson,1994-07-04 06:13:22.143596,Masculino,glaxsond6@gmail.com,Não,828-267-0352,Sim,Não,710-844-8905,Knutson,6399,Tijuca,205007-000,RJ,54.21,22.91
476,Hobey,Priestland,1996-04-09 06:13:22.143596,Masculino,hpriestlandd7@gmail.com,Não,985-184-8069,Sim,Sim,710-888-4477,Express,6,Tijuca,205003-000,RJ,473.87,78.87
477,Woodrow,Darthe,1996-09-12 06:13:22.143596,Masculino,wdarthed8@hotmail.com,Sim,856-590-5807,Não,Sim,456-472-1137,Grasskamp,9464,Tijuca,205007-000,RJ,302.93,45.51
478,Ricki,Neylon,1975-05-14 06:13:22.143596,Feminino,rneylond9@hotmail.com,Sim,551-940-8844,Sim,Sim,812-255-4221,Dennis,2851,Tijuca,205001-000,RJ,337.65,51.86
479,Nicky,Josuweit,1979-01-13 06:13:22.143596,Masculino,njosuweitda@hotmail.com,Sim,811-743-3724,Sim,Sim,433-327-6866,Cordelia,3,Copacabana,220003-000,RJ,228.65,80.24
480,Clayton,Elgy,1967-04-26 06:13:22.143596,Masculino,celgydb@gmail.com,Sim,525-922-1965,Não,Não,624-735-8629,Sheridan,1990,Tijuca,205001-000,RJ,143.13,15.54
481,Dian,Sulley,1985-07-29 06:13:22.143596,Feminino,dsulleydc@gmail.com,Não,492-713-9896,Sim,Sim,974-870-5561,Algoma,71148,Tijuca,205004-000,RJ,319.0,58.62
482,Myrwyn,Nisby,1972-09-12 06:13:22.143596,Masculino,mnisbydd@hotmail.com,Não,702-566-4070,Não,Não,166-308-0998,Spohn,4,Copacabana,220004-000,RJ,210.98,72.12
483,Steward,Vasovic,1995-04-13 06:13:22.143596,Masculino,svasovicde@hotmail.com,Sim,348-239-0265,Não,Não,777-148-2281,Di Loreto,4,Copacabana,220008-000,RJ,394.18,19.41
484,Sharline,Kem,2005-10-30 06:13:22.143596,Feminino,skemdf@hotmail.com,Não,964-126-4577,Sim,Não,743-612-7402,Aberg,2,Copacabana,220004-000,RJ,436.83,47.68
485,Kareem,Gepson,1975-07-02 06:13:22.143596,Masculino,kgepsondg@hotmail.com,Sim,947-933-7673,Sim,Não,184-768-0634,Monterey,187,Copacabana,220006-000,RJ,445.43,36.08
486,Tabb,Coveley,1992-07-24 06:13:22.143596,Masculino,tcoveleydh@hotmail.com,Não,760-479-3193,Não,Não,437-768-5436,Bowman,3515,Copacabana,220002-000,RJ,494.06,43.01
487,Karlis,Coggins,1963-12-31 06:13:22.143596,Masculino,kcogginsdi@hotmail.com,Sim,202-957-4792,Sim,Sim,509-956-6190,Lakeland,35605,Tijuca,205009-000,RJ,206.6,28.22
488,Virge,Paoletti,1968-01-14 06:13:22.143596,Outros,vpaolettidj@gmail.com,Não,166-638-1597,Sim,Sim,629-522-7391,Barby,829,Barra da Tijuca,226005-000,RJ,59.22,95.84
489,Alexio,Heinel,1996-07-18 06:13:22.143596,Masculino,aheineldk@gmail.com,Não,460-791-1216,Sim,Não,808-255-3414,Darwin,59271,Barra da Tijuca,226004-000,RJ,102.82,69.01
490,Glynda,Almon,1978-05-23 06:13:22.143596,Feminino,galmondl@hotmail.com,Não,631-276-4697,Sim,Sim,306-613-8207,Badeau,413,Tijuca,205001-000,RJ,296.75,86.1
491,Suzy,Krink,1999-01-09 06:13:22.143596,Feminino,skrinkdm@hotmail.com,Sim,735-531-0031,Sim,Não,502-933-6892,Golf Course,4218,Copacabana,220006-000,RJ,249.65,93.06
492,Gaultiero,Laundon,1986-07-03 06:13:22.143596,Masculino,glaundondn@gmail.com,Sim,703-474-7018,Não,Sim,831-363-6339,Cambridge,1,Copacabana,220006-000,RJ,307.2,53.31
493,Liz,Rawstorn,1999-02-12 06:13:22.143596,Outros,lrawstorndo@hotmail.com,Sim,291-914-2417,Sim,Sim,261-299-6113,Pleasure,957,Copacabana,220006-000,RJ,84.77,26.44
494,Bartholomeo,Donati,1988-12-21 06:13:22.143596,Masculino,bdonatidp@hotmail.com,Não,628-707-8551,Sim,Não,860-496-7800,Lighthouse Bay,78,Barra da Tijuca,226002-000,RJ,115.18,0.07
495,Mehetabel,Bleackly,1986-03-16 06:13:22.143596,Feminino,mbleacklydq@hotmail.com,Não,776-196-8887,Sim,Não,111-819-4966,Beilfuss,43921,Copacabana,220003-000,RJ,263.73,35.03
496,Ashbey,Bessey,1974-11-28 06:13:22.143596,Masculino,abesseydr@hotmail.com,Sim,542-865-4836,Sim,Sim,449-672-2834,Carberry,8,Tijuca,205003-000,RJ,180.69,80.7
497,Silvio,Latimer,1977-09-06 06:13:22.143596,Masculino,slatimerds@gmail.com,Não,619-927-7333,Não,Sim,417-553-9048,Summer Ridge,1444,Copacabana,220008-000,RJ,452.94,28.96
498,Gerladina,Collishaw,1982-10-19 06:13:22.143596,Feminino,gcollishawdt@hotmail.com,Não,307-930-5065,Sim,Não,855-920-5653,Farwell,7,Tijuca,205004-000,RJ,203.69,68.65
499,Xenos,Streatfeild,1980-10-21 06:13:22.143596,Masculino,xstreatfeilddu@hotmail.com,Não,676-598-7186,Sim,Sim,187-138-4075,Mccormick,7988,Tijuca,205003-000,RJ,493.59,92.38
500,Manfred,MacDuffie,2001-05-03 06:13:22.143596,Masculino,mmacduffiedv@hotmail.com,Sim,104-437-4191,Sim,Sim,336-497-7787,Armistice,681,Copacabana,220003-000,RJ,434.09,11.93
501,Roman,Wannan,1980-09-11 06:13:22.143596,Masculino,rwannandw@gmail.com,Não,926-368-3036,Sim,Sim,376-962-4307,5th,48,Tijuca,205004-000,RJ,284.21,30.74
502,Irina,O'Hannay,1976-05-25 06:13:22.143596,Feminino,iohannaydx@gmail.com,Não,940-715-2058,Sim,Sim,407-577-8246,Dixon,7101,Barra da Tijuca,226008-000,RJ,106.27,65.3
503,Kalvin,Wankel,1998-10-04 06:13:22.143596,Masculino,kwankeldy@gmail.com,Não,110-694-8940,Sim,Não,270-848-9725,Packers,1343,Tijuca,205001-000,RJ,218.66,65.03
504,Glenn,Kubicek,1986-02-12 06:13:22.143596,Masculino,gkubicekdz@hotmail.com,Não,485-656-9499,Não,Não,618-652-5259,Grayhawk,47,Tijuca,205009-000,RJ,308.89,58.96
505,Sarge,Peffer,1973-12-11 06:13:22.143596,Masculino,speffere0@gmail.com,Sim,236-989-5951,Sim,Não,515-366-4180,Mockingbird,59169,Barra da Tijuca,226009-000,RJ,244.76,20.09
506,Welsh,Langtree,1988-09-29 06:13:22.143596,Masculino,wlangtreee1@hotmail.com,Sim,651-443-7245,Sim,Sim,918-806-8294,Huxley,71611,Copacabana,220004-000,RJ,120.42,95.31
507,Candi,Garrold,1986-07-08 06:13:22.143596,Outros,cgarrolde2@gmail.com,Não,281-277-3326,Sim,Não,938-362-7197,Basil,939,Copacabana,220001-000,RJ,256.63,60.96
508,Lloyd,Kuhnke,1984-01-08 06:13:22.143596,Masculino,lkuhnkee3@gmail.com,Não,206-210-4206,Não,Sim,219-269-4876,Hudson,478,Barra da Tijuca,226006-000,RJ,233.26,13.22
509,Lance,Blanchard,2002-01-15 06:13:22.143596,Masculino,lblancharde4@gmail.com,Não,187-178-0441,Não,Não,431-547-1949,Emmet,3551,Barra da Tijuca,226005-000,RJ,419.79,76.01
510,Alfi,Pywell,1968-05-29 06:13:22.143596,Feminino,apywelle5@hotmail.com,Não,450-389-6373,Sim,Sim,946-138-8085,Butterfield,81,Barra da Tijuca,226009-000,RJ,274.6,77.73
511,Pieter,Benkhe,2007-02-24 06:13:22.143596,Masculino,pbenkhee6@hotmail.com,Sim,875-919-7019,Sim,Não,348-203-8870,Blaine,264,Copacabana,220008-000,RJ,211.64,89.73
512,Martguerita,Peacock,1981-08-22 06:13:22.143596,Feminino,mpeacocke7@gmail.com,Sim,976-354-7559,Sim,Não,858-205-3433,Amoth,23,Barra da Tijuca,226009-000,RJ,151.43,42.95
513,Boy,Fradson,1983-10-06 06:13:22.143596,Masculino,bfradsone8@hotmail.com,Sim,993-118-2779,Sim,Não,979-139-0573,Johnson,8103,Barra da Tijuca,226009-000,RJ,133.37,29.46
514,Willi,Hele,1995-04-24 06:13:22.143596,Feminino,whelee9@gmail.com,Sim,517-486-3481,Não,Não,874-807-9857,Russell,988,Barra da Tijuca,226003-000,RJ,148.54,58.04
515,Corenda,Friedank,2005-08-19 06:13:22.143596,Feminino,cfriedankea@gmail.com,Não,303-481-8595,Não,Sim,743-257-2048,Bayside,7,Tijuca,205007-000,RJ,145.74,24.12
516,Antons,O'Fallon,1971-10-16 06:13:22.143596,Masculino,aofalloneb@gmail.com,Sim,723-473-6132,Sim,Não,335-185-4370,Marcy,38,Copacabana,220005-000,RJ,358.53,21.32
517,Andrus,Monketon,1975-05-04 06:13:22.143596,Masculino,amonketonec@gmail.com,Sim,116-489-4647,Não,Não,160-808-0318,Atwood,71521,Tijuca,205009-000,RJ,495.23,49.69
518,Petronella,Dymidowski,1963-11-13 06:13:22.143596,Feminino,pdymidowskied@hotmail.com,Sim,631-833-9485,Não,Não,438-898-7018,Clove,3,Tijuca,205004-000,RJ,497.07,53.04
519,Gerry,Fabbro,1983-11-23 06:13:22.143596,Feminino,gfabbroee@hotmail.com,Sim,382-445-0803,Não,Não,127-320-2628,Katie,8,Tijuca,205008-000,RJ,183.53,86.62
520,Taber,Ballinghall,2004-07-29 06:13:22.143596,Masculino,tballinghallef@gmail.com,Não,424-505-0847,Não,Sim,733-698-9193,1st,3,Tijuca,205004-000,RJ,147.35,29.75
521,Chevalier,Ham,1984-10-19 06:13:22.143596,Masculino,chameg@hotmail.com,Sim,812-447-9604,Não,Não,894-894-1744,Sundown,13301,Barra da Tijuca,226004-000,RJ,267.17,23.86
522,Ketty,Garrals,1995-02-04 06:13:22.143596,Feminino,kgarralseh@gmail.com,Não,867-866-6135,Sim,Não,302-959-3080,Sullivan,2,Barra da Tijuca,226009-000,RJ,187.72,1.59
523,Warren,Evison,1972-07-18 06:13:22.143596,Masculino,wevisonei@gmail.com,Sim,771-299-6305,Não,Não,594-369-9106,Blue Bill Park,55347,Barra da Tijuca,226002-000,RJ,140.27,89.44
524,Tully,Samwyse,1970-11-20 06:13:22.143596,Masculino,tsamwyseej@hotmail.com,Sim,968-901-4375,Sim,Não,550-474-4511,Sunnyside,4640,Tijuca,205005-000,RJ,89.67,45.83
525,Udale,Poate,1967-12-09 06:13:22.143596,Masculino,upoateek@hotmail.com,Sim,740-246-5397,Não,Sim,790-315-3944,Northport,98060,Tijuca,205008-000,RJ,332.48,18.39
526,Gar,O'Caherny,1965-06-04 06:13:22.143596,Masculino,gocahernyel@hotmail.com,Não,436-489-2799,Não,Não,313-864-4517,Claremont,356,Tijuca,205005-000,RJ,216.46,93.29
527,Riane,Cranny,1990-03-11 06:13:22.143596,Feminino,rcrannyem@gmail.com,Sim,377-892-6771,Não,Não,609-211-1180,Mallard,684,Barra da Tijuca,226001-000,RJ,443.52,40.11
528,Bartram,Stopforth,1981-02-21 06:13:22.143596,Masculino,bstopforthen@gmail.com,Não,736-139-6176,Não,Sim,275-151-0615,Stephen,2,Tijuca,205005-000,RJ,214.36,63.08
529,Kerby,Brend,1993-03-18 06:13:22.143596,Masculino,kbrendeo@gmail.com,Não,685-111-6984,Não,Sim,919-149-4313,Troy,220,Copacabana,220007-000,RJ,448.43,97.58
530,Clovis,Hearon,1977-03-31 06:13:22.143596,Feminino,chearonep@hotmail.com,Não,598-476-8984,Sim,Não,967-798-8802,Milwaukee,56446,Tijuca,205009-000,RJ,318.94,56.46
531,Dix,Cleverley,2000-07-25 06:13:22.143596,Feminino,dcleverleyeq@gmail.com,Não,660-100-9743,Sim,Sim,327-740-4252,Lakewood,35810,Barra da Tijuca,226001-000,RJ,408.71,45.49
532,Brandtr,Courtier,1988-05-29 06:13:22.143596,Masculino,bcourtierer@gmail.com,Sim,962-414-1365,Não,Não,130-627-6467,Upham,6,Copacabana,220006-000,RJ,96.01,57.53
533,Olenka,Maunsell,1971-01-05 06:13:22.143596,Feminino,omaunselles@hotmail.com,Não,494-861-6956,Não,Sim,734-730-7222,Northwestern,9,Tijuca,205009-000,RJ,86.16,61.52
534,Erv,Gianetti,1998-02-28 06:13:22.143596,Masculino,egianettiet@hotmail.com,Não,690-831-5568,Não,Sim,275-569-2479,Knutson,9050,Copacabana,220001-000,RJ,426.46,66.01
535,Jenda,Blyth,1989-12-29 06:13:22.143596,Feminino,jblytheu@hotmail.com,Não,802-423-8501,Não,Sim,657-147-1772,Barby,4339,Barra da Tijuca,226005-000,RJ,495.21,90.48
